rank,name,profile,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
21,lipsigal,https://www.openstreetmap.org/user/lipsigal,438670,14,11642,Russian Federation,9438,660,683,599,193,62,1,6,0,563,140,402,44,51,107,29,12,2,2,"{""power"": 602, ""building"": 402, ""highway"": 51, ""voltage"": 29, ""waterway"": 29, ""natural"": 28, ""surface"": 27, ""landuse"": 21, ""name"": 20, ""barrier"": 15, ""layer"": 11, ""tunnel"": 10, ""man_made"": 9, ""service"": 9, ""alt_name"": 5, ""destination"": 5, ""int_name"": 5, ""name:kk"": 5, ""wikidata"": 5, ""wikipedia"": 5, ""leisure"": 4, ""intermittent"": 4, ""water"": 4, ""tracktype"": 3, ""amenity"": 2, ""shelter_type"": 2, ""aeroway"": 2, ""lanes"": 2, ""ref"": 2, ""shop"": 1, ""building:levels"": 1, ""access"": 1, ""foot"": 1, ""religion"": 1, ""note"": 1, ""bridge"": 1, ""admin_level"": 1, ""boundary"": 1, ""type"": 1}","{""power"": 142, ""highway"": 107, ""surface"": 52, ""building"": 44, ""name"": 38, ""addr:housenumber"": 27, ""addr:street"": 27, ""ref"": 22, ""service"": 20, ""waterway"": 12, ""building:levels"": 12, ""landuse"": 11, ""voltage"": 11, ""source"": 10, ""wikidata"": 10, ""wikipedia"": 10, ""name:etymology:wikidata"": 9, ""alt_name"": 8, ""destination"": 7, ""barrier"": 6, ""int_name"": 6, ""name:kk"": 6, ""residential"": 6, ""type"": 6, ""admin_level"": 5, ""boundary"": 5, ""natural"": 4, ""maxspeed"": 4, ""name:be"": 4, ""name:ru"": 4, ""lanes"": 3, ""old_ref"": 3, ""official_status"": 3, ""information"": 2, ""tourism"": 2, ""man_made"": 2, ""amenity"": 2, ""int_ref"": 2, ""name:pl"": 2, ""fixme"": 2, ""addr:country"": 2, ""addr:region"": 2, ""name:en"": 2, ""historic"": 1, ""bus"": 1, ""public_transport"": 1, ""shelter"": 1, ""boat"": 1, ""gvr:code"": 1, ""leaf_type"": 1, ""tracktype"": 1, ""addr:city"": 1, ""noname"": 1, ""layer"": 1, ""tunnel"": 1, ""railway"": 1, ""network"": 1, ""route"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
22,sommerluk,https://www.openstreetmap.org/user/sommerluk,1700634,4,11608,Côte d'Ivoire,3,4,4,5,11592,0,0,0,0,0,0,0,0,5,11592,0,0,0,0,"{""highway"": 5, ""surface"": 5}","{""highway"": 11592, ""surface"": 11592, ""source"": 2815, ""oneway"": 223, ""noname"": 193, ""projet:eboci"": 74, ""access"": 71, ""service"": 42, ""fixme"": 37, ""attribution"": 30, ""date"": 30, ""unpaved"": 20, ""groundcheck"": 13, ""foot"": 10, ""FIXME"": 8, ""vehicle"": 7, ""junction"": 5, ""covered"": 5, ""tracktype"": 2, ""ref"": 2, ""lanes"": 2, ""ford"": 1, ""layer"": 1, ""bicycle"": 1, ""dog"": 1, ""embankment"": 1, ""horse"": 1, ""incline"": 1, ""informal"": 1, ""landuse"": 1, ""lit"": 1, ""motor_vehicle"": 1, ""name"": 1, ""ski"": 1, ""snowmobile"": 1, ""width"": 1, ""source:date"": 1, ""divider"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
23,JJIglesias,https://www.openstreetmap.org/user/JJIglesias,2285494,11,11415,Bolivia,10677,449,11,177,95,5,0,1,0,48,19,0,1,61,58,44,19,0,1,"{""highway"": 61, ""surface"": 60, ""intermittent"": 54, ""natural"": 47, ""waterway"": 44, ""source"": 39, ""ford"": 34, ""tracktype"": 28, ""landuse"": 25, ""noexit"": 14, ""water"": 9, ""wetland"": 8, ""name"": 3, ""place"": 2, ""fixme"": 1, ""alt_name"": 1, ""is_in:state"": 1, ""population"": 1, ""source:population"": 1, ""survey:date"": 1, ""leaf_cycle"": 1, ""leaf_type"": 1, ""tourism"": 1}","{""highway"": 58, ""surface"": 55, ""source"": 45, ""tracktype"": 31, ""name"": 29, ""waterway"": 19, ""intermittent"": 16, ""place"": 10, ""ford"": 9, ""natural"": 9, ""landuse"": 8, ""noexit"": 7, ""fixme"": 6, ""sac_scale"": 6, ""is_in"": 4, ""addr:city"": 4, ""addr:neighbourhood"": 4, ""addr:street"": 4, ""contact:mobile"": 4, ""operator"": 4, ""operator:short"": 4, ""operator:type"": 4, ""seasonal"": 4, ""branch"": 3, ""brand"": 3, ""contact:facebook"": 3, ""description"": 3, ""email"": 3, ""phone"": 3, ""start_date"": 3, ""wheelchair"": 3, ""water"": 3, ""residential"": 3, ""trail_visibility"": 3, ""is_in:state"": 2, ""emergency"": 2, ""alt_name"": 2, ""maxspeed"": 2, ""wetland"": 2, ""short_name"": 1, ""name:ay"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""building"": 1, ""building:levels"": 1, ""roof:colour"": 1, ""roof:shape"": 1, ""amenity"": 1, ""genus"": 1, ""genus:es"": 1, ""leaf_cycle"": 1, ""leaf_type"": 1, ""species"": 1, ""tourism"": 1, ""type"": 1}","#VillagesBO,#OSM_Inspector,#AjusteTrazasGPS,#PoblacionesBolivia,#RiosyLagosBolivia,#CaminosyCarreterasBolivia,#CambioNombreCalles",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
24,BubbaJuice,https://www.openstreetmap.org/user/BubbaJuice,9941767,2,11159,Spain,9673,324,75,935,128,3,21,0,0,52,0,106,17,55,46,0,2,1,0,"{""barrier"": 290, ""natural"": 272, ""landuse"": 262, ""building"": 106, ""highway"": 55, ""type"": 21, ""crop"": 8, ""intermittent"": 2, ""water"": 2, ""surface"": 2, ""shrubbery:density"": 1, ""leisure"": 1, ""amenity"": 1, ""religion"": 1, ""fixme"": 1}","{""landuse"": 48, ""highway"": 46, ""building"": 17, ""surface"": 6, ""name"": 5, ""source"": 5, ""barrier"": 5, ""ref"": 3, ""waterway"": 2, ""natural"": 2, ""ele"": 1, ""place"": 1, ""population"": 1, ""population:date"": 1, ""ref:ine"": 1, ""source:date"": 1, ""source:ele"": 1, ""source:name"": 1, ""boat"": 1, ""denomination"": 1, ""religion"": 1, ""water"": 1, ""leaf_type"": 1, ""intermittent"": 1, ""crop"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
25,kutukola,https://www.openstreetmap.org/user/kutukola,11901355,15,11052,Turkey,7208,1570,1181,858,146,85,1,3,0,0,2,714,5,80,119,4,7,1,0,"{""building"": 714, ""highway"": 80, ""landuse"": 37, ""service"": 19, ""historic"": 16, ""barrier"": 15, ""intermittent"": 4, ""waterway"": 4, ""source"": 4, ""leisure"": 4, ""name"": 2, ""oneway"": 2, ""bridge"": 2, ""sport"": 1, ""amenity"": 1, ""layer"": 1, ""man_made"": 1, ""type"": 1}","{""highway"": 119, ""source"": 80, ""name"": 28, ""ref"": 13, ""surface"": 9, ""waterway"": 7, ""service"": 6, ""landuse"": 6, ""oneway"": 5, ""barrier"": 5, ""building"": 5, ""name:en"": 4, ""type"": 3, ""wikidata"": 2, ""wikipedia"": 2, ""name:tr"": 2, ""bridge"": 2, ""layer"": 2, ""int_name"": 2, ""name:de"": 2, ""name:ar"": 1, ""name:ce"": 1, ""name:fa"": 1, ""name:ja"": 1, ""name:ko"": 1, ""name:zh"": 1, ""old_name"": 1, ""place"": 1, ""boundary"": 1, ""leisure"": 1, ""intermittent"": 1, ""natural"": 1, ""parent_basin"": 1, ""archaeological_site"": 1, ""heritage"": 1, ""heritage:operator"": 1, ""historic"": 1, ""historic:civilization"": 1, ""name:el"": 1, ""name:fr"": 1, ""name:ru"": 1, ""ref:whc"": 1, ""site_type"": 1, ""tourism"": 1, ""whc:inscription_date"": 1, ""alt_name"": 1, ""network"": 1, ""reg_name"": 1, ""route"": 1, ""trail"": 1, ""website"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
26,ReleasedBait,https://www.openstreetmap.org/user/ReleasedBait,10890438,5,11003,Portugal,10293,65,123,349,44,6,95,27,1,0,0,0,0,0,1,0,2,0,0,"{""natural"": 169, ""type"": 95, ""water"": 10, ""name"": 3, ""layer"": 1, ""man_made"": 1}","{""natural"": 27, ""type"": 27, ""name"": 3, ""waterway"": 2, ""highway"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
27,empty_child,https://www.openstreetmap.org/user/empty_child,13256444,15,10719,Georgia,6563,2178,236,1578,115,49,0,0,0,1,17,1561,60,11,30,0,1,0,5,"{""building"": 1561, ""source"": 249, ""highway"": 11, ""landuse"": 4, ""ford"": 1, ""tunnel"": 1, ""leisure"": 1, ""aeroway"": 1}","{""building"": 60, ""addr:housenumber"": 48, ""addr:street"": 48, ""highway"": 30, ""source"": 19, ""landuse"": 18, ""shop"": 11, ""check_date"": 8, ""name"": 7, ""name:en"": 6, ""name:ka"": 6, ""natural"": 6, ""amenity"": 5, ""name:ru"": 4, ""surface"": 2, ""phone"": 1, ""addr:city"": 1, ""addr:country"": 1, ""contact:phone"": 1, ""facebook"": 1, ""instagram"": 1, ""opening_hours"": 1, ""payment:cash"": 1, ""payment:credit_cards"": 1, ""website"": 1, ""healthcare"": 1, ""intermittent"": 1, ""waterway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
28,ross-map,https://www.openstreetmap.org/user/ross-map,8215303,22,10697,Italy,7402,633,460,1819,283,100,0,0,0,91,32,771,78,209,148,0,0,21,5,"{""barrier"": 813, ""building"": 771, ""highway"": 209, ""access"": 124, ""service"": 119, ""surface"": 57, ""traffic_calming"": 38, ""name"": 28, ""amenity"": 21, ""oneway"": 21, ""landuse"": 18, ""shop"": 16, ""parking"": 13, ""man_made"": 12, ""utility"": 12, ""leisure"": 5, ""entrance"": 4, ""operator"": 3, ""place"": 3, ""sport"": 3, ""cuisine"": 2, ""noexit"": 1, ""brand"": 1, ""fuel:diesel"": 1, ""fuel:octane_98"": 1, ""ref:mise"": 1, ""wheelchair"": 1, ""contact:phone"": 1, ""ref:vatin"": 1, ""tunnel"": 1, ""cycleway:right"": 1, ""denomination"": 1, ""religion"": 1}","{""highway"": 148, ""surface"": 81, ""building"": 78, ""name"": 63, ""barrier"": 57, ""service"": 42, ""access"": 40, ""oneway"": 31, ""lanes"": 18, ""crossing"": 17, ""crossing_ref"": 17, ""landuse"": 13, ""addr:postcode"": 9, ""addr:street"": 9, ""operator"": 8, ""ref"": 8, ""cycleway:right"": 8, ""website"": 7, ""addr:city"": 6, ""shop"": 6, ""int_ref"": 6, ""amenity"": 5, ""alt_name"": 5, ""email"": 4, ""phone"": 4, ""tourism"": 4, ""old_name"": 4, ""contact:phone"": 4, ""brand"": 3, ""brand:wikidata"": 3, ""brand:wikipedia"": 3, ""addr:housenumber"": 3, ""contact:email"": 3, ""ref:vatin"": 3, ""cycleway:both"": 3, ""description"": 2, ""nohousenumber"": 2, ""opening_hours"": 2, ""aeroway"": 2, ""ele"": 2, ""cuisine"": 2, ""traffic_calming"": 2, ""historic"": 1, ""dispensing"": 1, ""healthcare"": 1, ""payment:bancomat"": 1, ""payment:cash"": 1, ""payment:credit_cards"": 1, ""ref:it:vat"": 1, ""fee"": 1, ""parking"": 1, ""layer"": 1, ""contact:alt_mobile"": 1, ""contact:mobile"": 1, ""local_ref"": 1, ""wikipedia"": 1, ""tracktype"": 1, ""contact:fax"": 1, ""leisure"": 1, ""smoking"": 1, ""junction"": 1, ""man_made"": 1, ""utility"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
29,SekeRob,https://www.openstreetmap.org/user/SekeRob,1940323,22,10684,"Italy,France,Albania",10006,55,33,451,109,4,17,9,0,2008,8,10,4,41,39,2,0,3,2,"{""natural"": 2081, ""leaf_type"": 1989, ""denotation"": 1987, ""landuse"": 250, ""farmland"": 62, ""meadow"": 51, ""highway"": 41, ""tracktype"": 25, ""power"": 20, ""man_made"": 18, ""type"": 17, ""utility"": 16, ""service"": 12, ""surface"": 11, ""barrier"": 10, ""building"": 10, ""building:levels"": 10, ""crop"": 10, ""roof:shape"": 9, ""roof:colour"": 7, ""roof:material"": 5, ""roof:orientation"": 4, ""description:it"": 4, ""landcover"": 4, ""amenity"": 3, ""name"": 3, ""noexit"": 2, ""access"": 2, ""lit"": 2, ""basin"": 2, ""intermittent"": 2, ""waterway"": 2, ""height"": 2, ""location"": 2, ""substation"": 2, ""parking"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""outdoor_seating"": 1, ""phone"": 1, ""gate_type"": 1, ""manhole"": 1, ""line_attachment"": 1, ""alt_name"": 1, ""fence_type"": 1, ""garden:type"": 1, ""leisure"": 1, ""historic"": 1, ""grass"": 1, ""fee"": 1, ""layer"": 1, ""hedge"": 1, ""tunnel"": 1}","{""landuse"": 55, ""highway"": 39, ""name"": 22, ""surface"": 14, ""farmland"": 13, ""natural"": 9, ""type"": 9, ""leaf_type"": 8, ""access"": 7, ""meadow"": 6, ""denotation"": 5, ""oneway"": 5, ""bicycle"": 5, ""building"": 4, ""embankment"": 4, ""foot"": 4, ""incline"": 4, ""opening_date"": 4, ""operator"": 4, ""segregated"": 4, ""check_date"": 3, ""admin_level"": 3, ""boundary"": 3, ""smoothness"": 3, ""lit"": 3, ""width"": 3, ""crop"": 3, ""castle_type"": 3, ""historic"": 3, ""start_date"": 3, ""amenity"": 2, ""man_made"": 2, ""sidewalk"": 2, ""source:name"": 2, ""tracktype"": 2, ""footway"": 2, ""building:levels"": 2, ""roof:shape"": 2, ""construction"": 2, ""note"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""landcover"": 2, ""noexit"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""shop"": 1, ""manhole"": 1, ""name:left"": 1, ""name:right"": 1, ""source"": 1, ""ref"": 1, ""sidewalk:left:surface"": 1, ""sidewalk:right:surface"": 1, ""sidewalk:both:surface"": 1, ""lanes"": 1, ""service"": 1, ""destination:forward"": 1, ""destination:symbol:forward"": 1, ""tunnel"": 1, ""sac_scale"": 1, ""fee"": 1, ""park_ride"": 1, ""parking"": 1, ""supervised"": 1, ""maxspeed"": 1, ""mtb:scale"": 1, ""motor_vehicle"": 1, ""motorcar"": 1, ""parking:left"": 1, ""parking:left:orientation"": 1, ""source:oneway"": 1, ""direction"": 1, ""plant:method"": 1, ""plant:output:electricity"": 1, ""plant:source"": 1, ""power"": 1, ""roof:orientation"": 1, ""roof:levels"": 1, ""description:it"": 1, ""leaf_cycle"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
30,ljubop,https://www.openstreetmap.org/user/ljubop,887293,9,10387,"Bosnia & Herzegovina,Serbia",6759,1788,1613,124,87,7,4,5,0,0,2,0,0,49,22,2,8,0,0,"{""landuse"": 61, ""highway"": 49, ""source"": 13, ""natural"": 13, ""layer"": 11, ""bridge"": 10, ""type"": 4, ""name"": 2, ""waterway"": 2, ""tracktype"": 2, ""tunnel"": 1, ""service"": 1}","{""source"": 33, ""landuse"": 30, ""highway"": 22, ""natural"": 10, ""name"": 9, ""note"": 8, ""waterway"": 8, ""leaf_type"": 6, ""type"": 5, ""leaf_cycle"": 4, ""name:sr"": 4, ""name:sr-Latn"": 4, ""power"": 3, ""horse"": 2, ""ref"": 2, ""surface"": 2, ""alt_name"": 2, ""alt_name:en"": 2, ""alt_name:sr"": 2, ""alt_name:sr-Latn"": 2, ""intermittent"": 2, ""name:en"": 2, ""admin_level"": 2, ""boundary"": 2, ""alt_ref"": 1, ""description"": 1, ""incline"": 1, ""lanes"": 1, ""maxspeed"": 1, ""oneway"": 1, ""voltage"": 1, ""bicycle"": 1, ""foot"": 1, ""route"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
31,Julio_Costa_Zambelli,https://www.openstreetmap.org/user/Julio_Costa_Zambelli,30854,3,10165,Chile,9816,163,130,38,17,0,0,1,0,3,2,0,0,2,1,20,6,0,0,"{""waterway"": 20, ""natural"": 8, ""tunnel"": 2, ""highway"": 2, ""water"": 1}","{""natural"": 7, ""waterway"": 6, ""alt_name"": 2, ""name"": 2, ""source"": 2, ""highway"": 1, ""lanes"": 1, ""official_name"": 1, ""ref"": 1, ""source:ref"": 1, ""surface"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""type"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
32,UPegasus,https://www.openstreetmap.org/user/UPegasus,3442717,17,10142,South Africa,5059,1790,2131,696,156,285,16,7,2,13,12,637,89,10,65,0,0,4,1,"{""building"": 637, ""landuse"": 17, ""type"": 16, ""highway"": 10, ""layer"": 9, ""barrier"": 8, ""traffic_calming"": 6, ""amenity"": 4, ""name"": 3, ""natural"": 3, ""crossing"": 2, ""brand"": 2, ""leisure"": 2, ""addr:street"": 1, ""place"": 1}","{""building"": 89, ""highway"": 65, ""name"": 24, ""surface"": 24, ""oneway"": 7, ""landuse"": 7, ""type"": 7, ""crossing"": 6, ""lanes"": 5, ""source"": 5, ""barrier"": 4, ""ref"": 4, ""layer"": 2, ""natural"": 2, ""service"": 1, ""access"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""club"": 1, ""operator"": 1, ""phone"": 1, ""sport"": 1, ""amenity"": 1}","#hotosm-project-12597,#DurbanFloods,#OpenMappingHub-ESA",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
33,toponomastica_comune_arenzano,https://www.openstreetmap.org/user/toponomastica_comune_arenzano,14257573,12,9938,Italy,7604,815,237,1064,184,34,0,0,0,2,13,712,31,119,93,0,0,0,3,"{""building"": 712, ""landuse"": 205, ""highway"": 119, ""service"": 106, ""barrier"": 11, ""leisure"": 11, ""natural"": 8, ""surface"": 7, ""layer"": 5, ""bridge"": 4, ""access"": 4, ""direction"": 2, ""sport"": 2, ""source"": 2, ""tracktype"": 1, ""plant:output:electricity"": 1, ""plant:source"": 1, ""power"": 1, ""website"": 1}","{""highway"": 93, ""name"": 82, ""landuse"": 48, ""building"": 31, ""surface"": 13, ""source"": 11, ""old_name"": 7, ""ref"": 6, ""orchard"": 5, ""lanes"": 4, ""maxspeed"": 4, ""tracktype"": 4, ""crop"": 4, ""direction"": 3, ""barrier"": 3, ""amenity"": 3, ""leisure"": 3, ""natural"": 3, ""source:maxspeed"": 3, ""service"": 3, ""layer"": 3, ""railway"": 2, ""traffic_sign"": 2, ""tourism"": 2, ""addr:street"": 2, ""cables"": 2, ""frequency"": 2, ""power"": 2, ""voltage"": 2, ""wires"": 2, ""alt_name"": 2, ""fee"": 2, ""oneway"": 2, ""note"": 2, ""operator"": 2, ""bus"": 1, ""public_transport"": 1, ""shop"": 1, ""internet_access"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""alt_name:cs"": 1, ""description"": 1, ""dog"": 1, ""email"": 1, ""name:cs"": 1, ""name:en"": 1, ""opening_hours"": 1, ""phone"": 1, ""website"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""place"": 1, ""mtb:scale"": 1, ""sac_scale"": 1, ""contact:email"": 1, ""contact:phone"": 1, ""sport"": 1, ""electrified"": 1, ""gauge"": 1, ""passenger_lines"": 1, ""railway:etcs"": 1, ""railway:radio"": 1, ""railway:scmt"": 1, ""usage"": 1, ""access"": 1, ""bicycle"": 1, ""foot"": 1, ""wheelchair"": 1, ""area"": 1, ""admin_level"": 1, ""boundary"": 1, ""city:left"": 1, ""city:right"": 1, ""width"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
34,Unggo99,https://www.openstreetmap.org/user/Unggo99,7513947,5,9579,United States of America,9201,8,7,288,13,0,59,3,0,0,0,0,0,0,4,0,1,0,3,"{""natural"": 164, ""type"": 59, ""landuse"": 40, ""wetland"": 2, ""layer"": 1, ""man_made"": 1}","{""highway"": 4, ""tiger:cfcc"": 4, ""tiger:reviewed"": 4, ""name"": 4, ""amenity"": 3, ""natural"": 3, ""type"": 3, ""water"": 3, ""tiger:name_base"": 2, ""tiger:name_type"": 2, ""service"": 1, ""name_1"": 1, ""oneway"": 1, ""ref"": 1, ""tiger:name_base_1"": 1, ""access"": 1, ""fee"": 1, ""parking"": 1, ""barrier"": 1, ""waterway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
35,sis651,https://www.openstreetmap.org/user/sis651,2015671,7,9423,Turkey,7638,206,116,1371,74,18,0,0,0,33,1,1190,4,111,51,28,6,3,1,"{""source"": 1210, ""building"": 1190, ""highway"": 111, ""smoothness"": 53, ""waterway"": 28, ""man_made"": 27, ""intermittent"": 26, ""landuse"": 24, ""name"": 22, ""cutline"": 19, ""natural"": 13, ""surface"": 9, ""layer"": 9, ""tunnel"": 8, ""barrier"": 7, ""power"": 6, ""frequency"": 5, ""operator"": 5, ""leisure"": 4, ""sport"": 4, ""location"": 3, ""ref"": 3, ""substation"": 3, ""communication:microwave"": 3, ""communication:mobile_phone"": 3, ""tower:type"": 3, ""amenity"": 3, ""access"": 3, ""fence_type"": 3, ""footway"": 3, ""direction"": 2, ""colour"": 2, ""emergency"": 2, ""generator:method"": 2, ""generator:source"": 2, ""material"": 2, ""service"": 2, ""oneway"": 2, ""place"": 1, ""voltage"": 1, ""recycling:glass"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""street_cabinet"": 1, ""crossing"": 1, ""door"": 1, ""entrance"": 1, ""addr:country"": 1, ""addr:housename"": 1, ""addr:housenumber"": 1, ""addr:province"": 1, ""addr:street"": 1, ""bonnet:colour"": 1, ""cap:colour"": 1, ""fire_hydrant:type"": 1, ""traffic_calming"": 1, ""phone"": 1, ""tower:construction"": 1, ""ford"": 1, ""substance"": 1, ""maxspeed"": 1, ""lit"": 1}","{""highway"": 51, ""source"": 35, ""name"": 20, ""smoothness"": 13, ""landuse"": 7, ""surface"": 7, ""man_made"": 6, ""waterway"": 6, ""cutline"": 5, ""building"": 4, ""oneway"": 2, ""service"": 2, ""natural"": 2, ""office"": 1, ""maxspeed"": 1, ""lit"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:postcode"": 1, ""addr:province"": 1, ""religion"": 1, ""footway"": 1, ""amenity"": 1, ""building:levels"": 1, ""operator"": 1, ""telecom"": 1, ""tunnel"": 1, ""intermittent"": 1, ""industrial"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
36,Dcdude,https://www.openstreetmap.org/user/Dcdude,74632,9,9350,Syrian Arab Republic,3229,4899,358,601,213,50,0,0,0,1,1,531,43,55,150,0,0,0,0,"{""building"": 531, ""highway"": 55, ""service"": 17, ""landuse"": 13, ""surface"": 13, ""barrier"": 3, ""oneway"": 2}","{""highway"": 150, ""surface"": 92, ""building"": 43, ""source"": 27, ""landuse"": 18, ""oneway"": 5, ""layer"": 4, ""ref"": 3, ""name"": 2, ""alt_name"": 1, ""int_name"": 1, ""is_in"": 1, ""name:ar"": 1, ""name:ar1"": 1, ""name:de"": 1, ""name:en"": 1, ""name:fr"": 1, ""name:ru"": 1, ""place"": 1, ""junction"": 1, ""service"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
37,TeBaMa,https://www.openstreetmap.org/user/TeBaMa,6519568,34,9272,"Madagascar,Syrian Arab Republic",5192,2325,315,1225,147,68,0,0,0,0,0,1177,20,48,125,0,0,0,0,"{""building"": 1177, ""highway"": 48, ""surface"": 33, ""source"": 4}","{""highway"": 125, ""surface"": 92, ""source"": 41, ""building"": 20, ""name"": 6, ""landuse"": 2}","#hotosm-project-11603,#mappingmadagascar,#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
38,ff5722,https://www.openstreetmap.org/user/ff5722,3450290,2,8857,China,8079,77,10,599,90,0,2,0,0,71,2,130,0,269,53,5,0,19,0,"{""highway"": 269, ""landuse"": 179, ""building"": 130, ""place"": 34, ""power"": 25, ""amenity"": 19, ""name"": 8, ""name:en"": 8, ""natural"": 7, ""man_made"": 7, ""denomination"": 7, ""religion"": 7, ""communication:mobile_phone"": 6, ""tower:type"": 6, ""waterway"": 5, ""layer"": 5, ""bridge"": 4, ""leisure"": 2, ""sport"": 2, ""type"": 2, ""noexit"": 1, ""barrier"": 1, ""tunnel"": 1}","{""highway"": 53, ""landuse"": 37, ""name"": 4, ""source"": 4, ""ref"": 3, ""name:en"": 2, ""place"": 2, ""name:zh"": 1, ""source:name"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
39,Ivy Perez,https://www.openstreetmap.org/user/Ivy%20Perez,17191461,34,8697,Turkey,7499,114,6,1005,72,1,0,0,0,0,0,830,5,175,64,0,0,0,1,"{""building"": 830, ""source"": 665, ""highway"": 175, ""layer"": 2}","{""highway"": 64, ""source"": 38, ""name"": 13, ""building"": 5, ""landuse"": 3, ""amenity"": 1, ""tracktype"": 1, ""layer"": 1, ""tunnel"": 1, ""damage:date"": 1, ""damage:event"": 1, ""damage:type"": 1, ""destroyed:building"": 1, ""earthquake:damage"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey,#phfortrsy,#ymph23,#VisCANYouthMappers",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
40,mpx12,https://www.openstreetmap.org/user/mpx12,15508223,2,8444,United States of America,7189,2,33,1207,13,0,0,0,0,0,0,1207,3,0,9,0,0,0,1,"{""building"": 1207, ""source"": 1205}","{""name"": 12, ""highway"": 9, ""tiger:cfcc"": 9, ""tiger:county"": 9, ""tiger:name_base"": 9, ""tiger:name_type"": 9, ""tiger:reviewed"": 9, ""tiger:zip_left"": 7, ""tiger:zip_right"": 7, ""building"": 3, ""ref"": 3, ""tiger:name_direction_prefix"": 2, ""shop"": 2, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:state"": 2, ""addr:street"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""source"": 1, ""amenity"": 1, ""layer"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
